building_name,unit_name,address,beds,baths,rent,sqft,availability,url,amenities
608/610 13th Avenue SE,610,610 13th Ave SE Minneapolis MN 55414 United States,5,2,3400.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9573,"{Air Conditioning, Dishwasher, Hardwood Floors, Oven, Parking Available, Refrigerator, Walking Distance to Class, 24 Hour Emergency Maintenance, Laundry On-Site}"
4-Bed 2-Bath House,,1015 27th Ave SE Minneapolis MN 55414 USA,4,2,2400.00,1400,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/58195,"{Oven, Refrigerator}"
1110 6th Street SE,#2,1110 6th St SE Minneapolis MN 55414 United States,7,2,4200.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9584,"{Air Conditioning, Oven, Parking Available, Porch, Refrigerator, Walking Distance to Class, 24 Hour Emergency Maintenance, Laundry On-Site}"
Affordable 4-Bedroom House Close to U of M Campus,,1030 19th Ave SE Minneapolis MN 55414 USA,4,2,2550.00,2350,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/78106,"{Dishwasher, Microwave, Oven, Refrigerator, Deck, Yard}"
Affordable 6-Bedroom3 bath House Close to U of M Campus,,307 5th Ave SE Minneapolis MN 55414 USA,6,3,3995.00,2500,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38220,"{Oven, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walk-in Closet, Study Room}"
Recently renovated7 bedroom house,,845 20th Ave SE Minneaopolis MN 55414 USA,7,3,4550.00,2500,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38197,"{Air Conditioning, Breakfast Bar, Built-in Cabinets, Carpet, Dining Room, Dishwasher, Fresh Paint, Granite Countertops, Keyless Entry, Microwave, New Carpet, Oven, Pantry, Parking Available, Patio, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walk-in Closet, Window Treatments & Coverings, Laundry On-Site}"
Remodeled 10 Bedroom House in Dinkytown!,,524 12th Ave SE Minneapolis MN 55414 USA,10,5,8000.00,3000,08-27-2026,https://listings.umn.edu/city/minneapolis-mn/listing/115292,"{Dishwasher, Hardwood Floors, Microwave, Oven, Porch, Refrigerator, Stainless Steel Kitchen Appliances, Walk-in Closet, Washer & Dryer, Laundry On-Site}"
Affordable 4 Bedroom House - Close to U of M Campus!,,867 22nd Ave SE Minneapolis MN 55414 USA,4,2,2595.00,1460,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/78140,"{Oven, Refrigerator}"
Main level duplex w/spacious shared basement,,853 23rd Ave SE Minneapolis MN 55414 USA,3,1,1920.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/234812,{}
804 13th Ave SE,,804 13th Ave SE Minneapolis MN 55414,3,2,2085.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9565,"{Air Conditioning, Oven, Parking Available, Porch, Refrigerator, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site, Deck}"
1064-66 16th Ave S,,1064 16th Ave S Minneapolis MN 55454 USA,4,1,1500.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/111850,"{Built-in Cabinets, Hardwood Floors, Oven, Porch, Refrigerator}"
Spacious 5 Bedroom House in Como for Sept 2026!,,1055 17th Ave SE Minneapolis MN 55414 USA,5,2,2500.00,0,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/78278,"{Cats, Dogs}"
728 8th St. SE and 804 8th Ave SE,Upper,728 SE 8th St Minneapolis MN 55414,5,2,3150.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/71323,"{Air Conditioning, Walking Distance to Class, 24 Hour Emergency Maintenance, On Bus Line}"
728 8th St. SE and 804 8th Ave SE,Lower,728 SE 8th St Minneapolis MN 55414,5,2,3095.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/71323,"{Air Conditioning, Walking Distance to Class, 24 Hour Emergency Maintenance, On Bus Line}"
410 8th St SE,,408-410 8th St SE Minneapolis MN 55414 USA,5,2,3095.00,2000,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38196,"{Oven, Pantry, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walk-in Closet, Laundry On-Site}"
925 20th Ave SE,925 20th Ave SE,925 20th Ave SE Minneapolis MN 55414 USA,5,2,2995.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/117691,"{Dishwasher, Hardwood Floors, Microwave, Oven, Parking Available, Refrigerator, Washer & Dryer, Deck, Yard}"
1049 23rd Ave SE,,1049 23rd Ave SE Minneapolis MN 55414,5,2,2395.00,,09-03-2026,https://listings.umn.edu/city/minneapolis-mn/listing/115163,"{Air Conditioning, Fire Pit}"
1 bedroom311 7th Ave SE,,311 SE 7th Ave Minneapolis MN 55414 USA,2,1,1150.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/26357,"{Hardwood Floors, Oven, Refrigerator, Cats, Laundry On-Site, On Bus Line}"
Dinkytown 6 Bedroom House,,518 12th Ave SE MINNEAPOLIS MN 55414 USA,6,2,4350.00,2200,08-27-2026,https://listings.umn.edu/city/minneapolis-mn/listing/78130,"{Oven, Refrigerator}"
The Lynx,,1121 8th St SE Minneapolis MN 55414 United States,3,3,2085.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/43655,"{Air Conditioning, Bedrooms Keyed Separately, Ceiling Fans, Central Heat and Air Conditioning, Closet Organizers, Dishwasher, Fireplace, Flat-Screen TV, Keyless Entry, Microwave, New Windows, Oven, Parking Available, Refrigerator, Walk-in Closet, Washer & Dryer, Window Treatments & Coverings, 24 Hour Emergency Maintenance, Laundry On-Site, On Bus Line}"
5 Bedroom House! 1070 16th Ave SE,,1070 16th Ave SE Minneapolis MN 55414 USA,5,2,450.00 - 2250.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/83459,"{Hardwood Floors, Oven, Refrigerator}"
Modern 5 Bedroom Unit Close to U of M Campus!,#2,887 21st Ave SE - #1 Minneapolis MN 55414 USA,6,2,3995.00,2800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/230081,{}
1209 7th St SE,#1,1209 7th St SE Minneapolis MN 55414,3,2,1890.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9568,"{Air Conditioning, Hardwood Floors, Oven, Parking Available, Porch, Refrigerator, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site}"
1019 20th Ave SE,5 Bed 2 Bath Home,1019 20th Ave SE Minneapolis MN 55414 USA,5,2,2950.00,2600,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/233759,"{Dishwasher, Hardwood Floors, Microwave, Oven, Refrigerator, Washer & Dryer}"
#1,,301 5th Ave SE Minneapolis MN 55414 USA,6,3,3000.00,2500,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38223,"{Oven, Porch, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Walk-in Closet}"
3 BedroomApartment619 4th St SE,,619 4th St SE Minneapolis MN 55414 USA,3,1,1425.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/26358,"{Hardwood Floors, Oven, Refrigerator, Laundry On-Site, On Bus Line}"
728 13th Avenue SE,,728 13th Ave SE Minneapolis MN 55414 United States,6,2,4200.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9576,"{Air Conditioning, Dishwasher, Hardwood Floors, Oven, Parking Available, Refrigerator, Walking Distance to Class, 24 Hour Emergency Maintenance, Laundry On-Site}"
710 11th Avenue SE Minneapolis MN 55414,,710 11th Ave SE Minneapolis MN 55414,3,1,2175.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/116188,{}
1201 8th Street SE,What a Surprise!,1201 SE 8th St Minneapolis MN 55414,5,2,2900.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9588,"{Air Conditioning, Carpet, Hardwood Floors, New Carpet, Oven, Parking Available, Refrigerator, Walking Distance to Class, 24 Hour Emergency Maintenance, Laundry On-Site}"
Affordable 6-Bedroom House Close to U of M Campus,,311 5th Ave SE Minneapolis MN 55414 USA,6,2.5,4050.00,2500,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38216,"{Oven, Porch, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walk-in Closet, On-Site Storage}"
Updated 8 Bedroom house in Dinkytown!,,611 14th Ave SE Minneapolis MN 55414 USA,8,3,6500.00,3100,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/78137,"{Dishwasher, Microwave, Oven, Refrigerator}"
Affordable five bedroom house close to U of M campus! Great yard and parking !,,876 19th Ave SE Minneapolis MN 55414 USA,5,3,3895.00,2400,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/57527,"{Oven, Refrigerator}"
1085 26th Ave SE,,1085 26th Ave SE Minneapolis MN 55414,6,2,2790.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/115165,{}
Renovated 6-Bedroom Single-Family House,,895 20th Ave SE Minneapolis MN 55414 USA,6,3,4050.00,3000,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/57530,"{Oven, Refrigerator}"
915 21st Ave SE,915 21st Ave SE,915 21st Ave SE Minneapolis MN 55414 USA,7,2,3600.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/117510,"{Carpet, Dishwasher, Hardwood Floors, Oven, Parking Available, Refrigerator, Tile, Washer & Dryer}"
Affordable 5-Bedroom House / Close to U of M Campus,,836 22nd Ave SE Minneapolis MN 55414 USA,5,2,2850.00,0,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38201,"{Oven, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walk-in Closet, Laundry On-Site}"
5 Bedroom House! 3315 University Ave SE,,3315 University Ave SE Minneapolis MN 55414,5,2,Call For Price,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/77017,"{Dining Room, Hardwood Floors}"
"Dinkytown Rentals "" The Belgian Waffle""",1205 #1,1205 7th St SE Minneapolis MN 55414,5,3,3950.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/43518,"{Air Conditioning, Bedrooms Keyed Separately, Ceiling Fans, Central Heat and Air Conditioning, Custom Tile Backsplash, Dishwasher, Fireplace, Flat-Screen TV, Keyless Entry, Microwave, New Cabinets, New Windows, Oven, Private Entrance, Refrigerator, Sound Barrier Construction, Tile, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site, Yard}"
"Dinkytown Rentals "" The Belgian Waffle""",1205 #2,1205 7th St SE Minneapolis MN 55414,5,4,4375.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/43518,"{Air Conditioning, Bedrooms Keyed Separately, Ceiling Fans, Central Heat and Air Conditioning, Custom Tile Backsplash, Dishwasher, Fireplace, Flat-Screen TV, Keyless Entry, Microwave, New Cabinets, New Windows, Oven, Private Entrance, Refrigerator, Sound Barrier Construction, Tile, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site, Yard}"
New Construction 11 Bedroom house in the heart of Dinkytown,,605 12th Ave SE Minneapolis MN 55414 USA,11,5,8800.00,3400,08-27-2026,https://listings.umn.edu/city/minneapolis-mn/listing/78134,"{Dishwasher, Microwave, Oven, Porch, Refrigerator}"
877 21st Ave SE,877 21st Ave SE,877 21st Ave SE Minneapolis MN 55414 USA,4,2,2500.00,1020,08-28-2026,https://listings.umn.edu/city/minneapolis-mn/listing/110628,"{Built-in Cabinets, Ceiling Fans, Dishwasher, Hardwood Floors, Microwave, Oven, Porch, Refrigerator, Stainless Steel Kitchen Appliances, Washer & Dryer, No Pets Allowed, Yard}"
The Gopher Lodge,Gopher Lodge,1335 8th St SE Minneapolis MN 55414 United States,5,3,3400.00,1850,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9555,"{Air Conditioning, Fireplace, Flat-Screen TV, Oven, Parking Available, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site}"
Your Home on University Ave!,1121 University Ave SE,1121 University Ave SE Minneapolis MN 55414 USA,13,5,600.00 - 645.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/109378,"{Bedrooms Keyed Separately, Built-in Cabinets, Dishwasher, Granite Countertops, Hardwood Floors, Microwave, Oven, Refrigerator, Stainless Steel Kitchen Appliances, Washer & Dryer}"
The Wolf Lodge,2,1323 8th St SE Minneapolis MN 55414 United States,5,3,3400.00,1800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9554,"{Air Conditioning, Fireplace, Flat-Screen TV, Oven, Parking Available, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site}"
The Wolf Lodge,3,1323 8th St SE Minneapolis MN 55414 United States,5,3,3400.00,1800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9554,"{Air Conditioning, Fireplace, Flat-Screen TV, Oven, Parking Available, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site}"
911 21st Ave SE,5 Bed 2 Bath Home,911 21st Ave SE Minneapolis MN 55414 USA,5,2,2900.00,2800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/233760,"{Fireplace, Hardwood Floors, Microwave, Oven, Refrigerator, Washer & Dryer, Laundry On-Site, Yard}"
1019 6th Street SE,1019 6th,1019 6th St SE Minneapolis MN 55414 United States,6,2,3600.00,1000,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9579,"{Air Conditioning, Dishwasher, Hardwood Floors, Oven, Parking Available, Private Balcony, Refrigerator, Walking Distance to Class, 24 Hour Emergency Maintenance, Laundry On-Site, Yard}"
5-Bedroom House Near U of MN Campus,,1020 14th Ave SE Minneapolis MN 55414 USA,5,3.5,3995.00,3200,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38203,"{Oven, Pantry, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Laundry On-Site}"
Elmwood Properties - 829 15th Ave,House,829 15th Ave SE Minneapolis MN 55414 USA,5,2,2800.00,1800,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/70441,"{Ample Closet Space, Carpet, Central Heat and Air Conditioning, Dining Room, Dishwasher, Fresh Paint, New Carpet, Refrigerator, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance}"
1097 - 1099 25th Ave SE Minneapolis MN 55414,1097/1099 25th,1097 25th Ave SE Minneapolis MN 55414,4,2,2250.00,1400,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38176,"{Oven, Refrigerator}"
1056 15th Ave SE,House,1056 15th Ave SE Minneapolis MN 55414 USA,6,2.5,3200.00,3400,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/78613,"{9 Foot Ceilings, Ceiling Fans, Central Heat and Air Conditioning, Den, Dining Room, Dishwasher, Fireplace, Microwave, Oven, Refrigerator, Stainless Steel Kitchen Appliances, Walk-in Closet, Deck, Fire Pit, Yard}"
The Loon and Bear Lodges,Bear Lodge,801 14th Ave SE Minneapolis MN 55414 United States,5,3,3400.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9556,"{Air Conditioning, Fireplace, Flat-Screen TV, Oven, Parking Available, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site}"
5-Bedroom 3-Bath House Close to U of M Campus,,1607 Como Ave SE Minneapolis MN 55414 USA,5,3,3550.00,2700,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38208,"{Dishwasher, Microwave, Oven, Porch, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walk-in Closet, Laundry On-Site}"
2023 Build Single Family close to U of M Campus!,,1717 Rollins Ave SE Minneaopolis MN 55414 USA,9,4,6500.00,2800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/105408,"{Air Conditioning, Dishwasher, Hardwood Floors, Microwave, Oven, Pantry, Refrigerator, Roommate Matching Available, Stainless Steel Kitchen Appliances, Walk-in Closet, Washer & Dryer, No Pets Allowed}"
The Eagle Lodge,101,1331 8th St SE Minneapolis MN 55414 United States,5,2,3225.00,1200,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9551,"{Air Conditioning, Dishwasher, Fireplace, Flat-Screen TV, Microwave, Oven, Parking Available, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site}"
The Mallard Lodge,#1,1120 8th St SE Minneapolis MN 55414 United States,5,2,3500.00,2000,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9553,"{Air Conditioning, Fireplace, Flat-Screen TV, New Cabinets, Oven, Parking Available, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site, On Bus Line}"
The Mallard Lodge,#2,1120 8th St SE Minneapolis MN 55414 United States,5,3,3450.00,2000,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9553,"{Air Conditioning, Fireplace, Flat-Screen TV, New Cabinets, Oven, Parking Available, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site, On Bus Line}"
1310 8th ST SEGreat Single family house !,,1310 8th St SE Minneapolis MN 55414 USA,5,3,4195.00,2000,08-27-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38202,"{Oven, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet}"
Upper unit,1276 Raymond Ave,1276 Raymond Ave St Paul MN 55108,3,2,1530.00,1000,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/73133,"{Ceiling Fans, Hardwood Floors, Oven, Private Entrance, Refrigerator, Washer & Dryer, Pets Allowed}"
123 Bedford St SE,,123 Bedford St SE Minneapolis MN 55414,1,1.5,500.00 - 520.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/26333,"{Carpet, Dishwasher, Fireplace, Garbage Disposal, Hardwood Floors, Individual Leases, Microwave, Oven, Parking Available, Partially Furnished, Porch, Refrigerator, Walking Distance to Class, Washer & Dryer, Window Treatments & Coverings, Cable Ready, Internet Ready, Laundry On-Site, On Bus Line, On-Site Storage, Fire Pit, Sun Deck, Yard}"
The 1201,1 Bedroom Units (5 Units Total),1201 SE 7th St Minneapolis MN 55414 USA,1,1,675.00,140,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/62030,"{9 Foot Ceilings, Ample Closet Space, Bay Windows, Dishwasher, Furnished, Furnished Packages Available, Garbage Disposal, Granite Countertops, Hardwood Floors, High Ceilings, Individual Leases, Individual Leases Offered, Microwave, New Cabinets, New Windows, Oven, Oversized Windows, Parking Available, Partially Furnished, Porch, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walking Distance to Class, Washer & Dryer, Wood Plank Flooring, 24 Hour Emergency Maintenance, Academic Term or 12-month, Academic year, Alarm System, Cable Ready, Entrance Secured, Fiber Optic data service available, Housekeeping Available, Internet Ready, Laundry On-Site, Laundry Room, New Laundry Machines, No Smoking Allowed, On Bus Line, On-Site Storage, Pets Negotiable, Security System, Bike Path, Deck}"
623 14th Ave SE,,623 14th Ave SE Minneapolis MN 55414,4,1,2780.00,2000,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9561,"{Air Conditioning, Hardwood Floors, Oven, Parking Available, Refrigerator, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Laundry On-Site}"
Makarios,1305,1307 SE 7th St Minneapolis MN 55414 USA,5,3,3875.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/48486,"{Air Conditioning, Oven, Parking Available, Refrigerator, 24 Hour Emergency Maintenance, Laundry On-Site}"
Makarios,1307,1307 SE 7th St Minneapolis MN 55414 USA,5,3,3875.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/48486,"{Air Conditioning, Oven, Parking Available, Refrigerator, 24 Hour Emergency Maintenance, Laundry On-Site}"
Updated Single-Family Home + 2-Car Garage,,1812 Como Ave SE Minneapolis MN 55414 USA,6,3,4300.00,3000,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/98045,"{Microwave, Oven, Refrigerator, Roommate Matching Available, Stainless Steel Kitchen Appliances}"
The Otter,101,1113 8th St SE Minneapolis MN 55414 United States,5,3,3500.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/43656,"{Air Conditioning, Bedrooms Keyed Separately, Ceiling Fans, Central Heat and Air Conditioning, Dishwasher, Fireplace, Flat-Screen TV, Keyless Entry, Microwave, Oven, Parking Available, Refrigerator, Shared Balcony, Sound Barrier Construction, Washer & Dryer, Window Treatments & Coverings, 24 Hour Emergency Maintenance, Laundry On-Site, On Bus Line}"
4 Bedroom House! 319 SE 7th Ave,,319 SE 7th AveMinneapolis MN 55414,4,1,1900.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/104426,"{Oven, Refrigerator, No Pets Allowed}"
619 11th Ave SE,,619 11th Ave SE Minneapolis MN 55414,4,2,2780.00,2500,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9560,"{Air Conditioning, Hardwood Floors, Oven, Parking Available, Porch, Refrigerator, Tile, Walking Distance to Class, 24 Hour Emergency Maintenance, Laundry On-Site}"
Affordable 5-Bedroom House - Close to U of M Campus,,1036 22nd Ave SE Minneaopolis MN 55414 USA,5,2,2900.00,0,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/38199,"{Oven, Private Bathrooms, Refrigerator, Stainless Steel Kitchen Appliances, Utility Closet, Walk-in Closet, Washer & Dryer, Laundry On-Site}"
1009 University Ave SE,1009 University,1009 University Ave SE Minneapolis MN 55414 USA,12,3,500.00,,04-07-2026,https://listings.umn.edu/city/minneapolis-mn/listing/235785,{}
